timestamp,width,height,frame_id,filename,angle
22250000000,640,480,camera_link,../center/4PUlEeHpak.png,5.56398788376E-07
22315000000,640,480,camera_link,../center/0eYAro8pDZ.png,-5.5469979543E-07
22349000000,640,480,camera_link,../center/jDd61YUXez.png,-5.54679502329E-07
22415000000,640,480,camera_link,../center/WRgAE6wToM.png,-5.54778466721E-07
22449000000,640,480,camera_link,../center/JzRkZ7u7Yb.png,-5.54710027245E-07
22483000000,640,480,camera_link,../center/nHz7nJZ6Zp.png,-5.54679274956E-07
22549000000,640,480,camera_link,../center/MWJgpELrmF.png,-0.0003127065
22583000000,640,480,camera_link,../center/RIlfy9co9l.png,0.0003186922
22650000000,640,480,camera_link,../center/P698zWKEnH.png,-1.47467408169E-05
22715000000,640,480,camera_link,../center/h77lTijaVQ.png,-8.27493840916E-06
22749000000,640,480,camera_link,../center/qnoERcNi3L.png,-6.20418950348E-06
22815000000,640,480,camera_link,../center/z2COxUDRRs.png,-3.11674284603E-06
22850000000,640,480,camera_link,../center/nMMYWiQv4i.png,-2.11182714338E-06
22916000000,640,480,camera_link,../center/Jh92QCeoZV.png,-0.000001004
22982000000,640,480,camera_link,../center/ehYZY744OL.png,-5.55465874186E-07
23082000000,640,480,camera_link,../center/TtnJHy4vL0.png,5.54910684514E-07
23149000000,640,480,camera_link,../center/4QzUL911Xe.png,-5.55184328732E-07
23183000000,640,480,camera_link,../center/TrArfcCWB8.png,-5.54799498786E-07
23249000000,640,480,camera_link,../center/8PYS12456O.png,-5.54860434931E-07
23315000000,640,480,camera_link,../center/lu1w47EOva.png,-5.55156702831E-07
23349000000,640,480,camera_link,../center/oi2qp7Qeh0.png,5.56055795187E-07
23383000000,640,480,camera_link,../center/WuXwb4Eb3P.png,5.55414885639E-07
23515000000,640,480,camera_link,../center/HLp7aJGkWe.png,-5.54764540084E-07
23550000000,640,480,camera_link,../center/ox5mAKOj8M.png,5.5610206573E-07
23615000000,640,480,camera_link,../center/tpAIrWpoqd.png,-5.54825305699E-07
23649000000,640,480,camera_link,../center/alOFQSoSaz.png,-5.54770394956E-07
23849000000,640,480,camera_link,../center/7IhtcaVk59.png,-3.32435120072E-05
23915000000,640,480,camera_link,../center/qAu764r3B3.png,-1.17858180602E-05
23949000000,640,480,camera_link,../center/rHOY8zrBxv.png,-0.00000816
24016000000,640,480,camera_link,../center/inTogJEW1t.png,-3.85109160561E-06
24082000000,640,480,camera_link,../center/D0KbEAByUN.png,-1.8066461962E-06
24116000000,640,480,camera_link,../center/zIpA89Dc5n.png,-1.24490895814E-06
24182000000,640,480,camera_link,../center/qLnvuGTd7d.png,-6.01395754529E-07
24249000000,640,480,camera_link,../center/wnZ2HvB7Nm.png,-5.56552549824E-07
24315000000,640,480,camera_link,../center/jWkj9mBcIj.png,-1.26614065721E-06
24349000000,640,480,camera_link,../center/kH5d0fDYsn.png,-9.57767497312E-07
24415000000,640,480,camera_link,../center/ne0hJHDQ0P.png,-5.82463371757E-07
24449000000,640,480,camera_link,../center/EaMxIk5fZz.png,0.0001457707
24483000000,640,480,camera_link,../center/ILbZ5251WR.png,0.0001077422
24549000000,640,480,camera_link,../center/qJj8b6xdTE.png,-3.34434275828E-06
24616000000,640,480,camera_link,../center/SCK8oxGfob.png,1.42761473398E-05
24650000000,640,480,camera_link,../center/PNvQikfYOj.png,9.76246064965E-06
24715000000,640,480,camera_link,../center/wEsoqw5egA.png,4.81515189676E-06
24750000000,640,480,camera_link,../center/eRRPHa7FoV.png,3.25210658048E-06
24815000000,640,480,camera_link,../center/a9QGz3Oe9g.png,1.55417706083E-06
24849000000,640,480,camera_link,../center/XxeRpIRBUU.png,1.06042341486E-06
24916000000,640,480,camera_link,../center/afYlUJgHh5.png,5.74155080812E-07
25115000000,640,480,camera_link,../center/8412zRuy53.png,5.72874057525E-07
25149000000,640,480,camera_link,../center/JWrkbe2e9D.png,5.73389911551E-07
25215000000,640,480,camera_link,../center/Z7ZyJUzlUX.png,-5.73369220547E-07
25250000000,640,480,camera_link,../center/3289xLMzyh.png,-5.74432931444E-07
25315000000,640,480,camera_link,../center/0sNzigBWR2.png,-5.74544344545E-07
25350000000,640,480,camera_link,../center/H2uvVLjvfZ.png,-5.73882402932E-07
